strain	accession	strain_name	date	host	country	virus	subtype	type	sequence_locus
229e/KT359745/12MYKL1271/2012	KT359745	12MYKL1271	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359764/12MYKL1271/2012	KT359764	12MYKL1271	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359782/12MYKL1271/2012	KT359782	12MYKL1271	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359746/12MYKL1586/2012	KT359746	12MYKL1586	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359765/12MYKL1586/2012	KT359765	12MYKL1586	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359783/12MYKL1586/2012	KT359783	12MYKL1586	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359747/12MYKL1616/2012	KT359747	12MYKL1616	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359766/12MYKL1616/2012	KT359766	12MYKL1616	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359784/12MYKL1616/2012	KT359784	12MYKL1616	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359748/13MYKL1719/2013	KT359748	13MYKL1719	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359767/13MYKL1719/2013	KT359767	13MYKL1719	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359785/13MYKL1719/2013	KT359785	13MYKL1719	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359749/13MYKL1847/2013	KT359749	13MYKL1847	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359768/13MYKL1847/2013	KT359768	13MYKL1847	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359769/13MYKL1883/2013	KT359769	13MYKL1883	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359750/13MYKL1950/2013	KT359750	13MYKL1950	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KT359751/13MYKL1978/2013	KT359751	13MYKL1978	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
229e/KM055525/1424A_2009/2009	KM055525	1424A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055560/1424A_2009/2009	KM055560	1424A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055561/1424A_2009/2009	KM055561	1424A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055526/1482A_2009/2009	KM055526	1482A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055553/1482A_2009/2009	KM055553	1482A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055562/1482A_2009/2009	KM055562	1482A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055501/1512A_2009/2009	KM055501	1512A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055532/1512A_2009/2009	KM055532	1512A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055563/1512A_2009/2009	KM055563	1512A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055502/1518A_2009/2009	KM055502	1518A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055533/1518A_2009/2009	KM055533	1518A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055564/1518A_2009/2009	KM055564	1518A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055503/1546A_2009/2009	KM055503	1546A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055534/1546A_2009/2009	KM055534	1546A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055565/1546A_2009/2009	KM055565	1546A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055527/1649A_2009/2009	KM055527	1649A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055535/1649A_2009/2009	KM055535	1649A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055566/1649A_2009/2009	KM055566	1649A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055504/1658A_2009/2009	KM055504	1658A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055536/1658A_2009/2009	KM055536	1658A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055567/1658A_2009/2009	KM055567	1658A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055505/1667A_2009/2009	KM055505	1667A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055537/1667A_2009/2009	KM055537	1667A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055568/1667A_2009/2009	KM055568	1667A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055506/1761A_2010/2010	KM055506	1761A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055538/1761A_2010/2010	KM055538	1761A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055569/1761A_2010/2010	KM055569	1761A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055507/1781A_2010/2010	KM055507	1781A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055539/1781A_2010/2010	KM055539	1781A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055570/1781A_2010/2010	KM055570	1781A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055508/1782A_2010/2010	KM055508	1782A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055540/1782A_2010/2010	KM055540	1782A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055571/1782A_2010/2010	KM055571	1782A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055509/1827A_2010/2010	KM055509	1827A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055541/1827A_2010/2010	KM055541	1827A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055572/1827A_2010/2010	KM055572	1827A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055510/1829A_2010/2010	KM055510	1829A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055542/1829A_2010/2010	KM055542	1829A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055573/1829A_2010/2010	KM055573	1829A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055511/1990A_2010/2010	KM055511	1990A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055543/1990A_2010/2010	KM055543	1990A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055574/1990A_2010/2010	KM055574	1990A_2010	2010-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KF285470/229E/NA	KF285470	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285471/229E/NA	KF285471	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285472/229E/NA	KF285472	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285473/229E/NA	KF285473	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285474/229E/NA	KF285474	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285475/229E/NA	KF285475	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285476/229E/NA	KF285476	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285477/229E/NA	KF285477	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285478/229E/NA	KF285478	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285479/229E/NA	KF285479	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285480/229E/NA	KF285480	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285481/229E/NA	KF285481	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF285482/229E/NA	KF285482	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF293662/229E/NA	KF293662	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF293663/229E/NA	KF293663	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF293664/229E/NA	KF293664	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF293665/229E/NA	KF293665	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF293666/229E/NA	KF293666	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ768612/229E/2011	KJ768612	229E	2011-12-13	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ768613/229E/2011	KJ768613	229E	2011-12-14	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ768614/229E/2011	KJ768614	229E	2011-12-07	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ768615/229E/2011	KJ768615	229E	2011-12-13	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ768616/229E/2012	KJ768616	229E	2012-02-17	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ768617/229E/2012	KJ768617	229E	2012-01-04	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ768618/229E/2012	KJ768618	229E	2012-01-04	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ768619/229E/2012	KJ768619	229E	2012-01-04	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ768620/229E/2012	KJ768620	229E	2012-07-18	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ768621/229E/2012	KJ768621	229E	2012-05-11	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796450/229E/2011	KJ796450	229E	2011-12-13	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796451/229E/2011	KJ796451	229E	2011-12-08	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796452/229E/2011	KJ796452	229E	2011-12-08	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796453/229E/2011	KJ796453	229E	2011-12-13	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796454/229E/2012	KJ796454	229E	2012-03-19	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796455/229E/2011	KJ796455	229E	2011-10-24	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796456/229E/2012	KJ796456	229E	2012-03-19	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796457/229E/2011	KJ796457	229E	2011-12-08	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796458/229E/2011	KJ796458	229E	2011-12-08	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796459/229E/2011	KJ796459	229E	2011-12-08	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796460/229E/2011	KJ796460	229E	2011-12-08	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796461/229E/2011	KJ796461	229E	2011-12-19	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796462/229E/2011	KJ796462	229E	2011-12-21	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ796463/229E/2012	KJ796463	229E	2012-03-19	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ866056/229E/2013	KJ866056	229E	2013-05-15	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ866057/229E/2013	KJ866057	229E	2013-06-12	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ866058/229E/2012	KJ866058	229E	2012-02-04	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ866059/229E/2012	KJ866059	229E	2012-02-04	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ866060/229E/2012	KJ866060	229E	2012-05-22	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ866102/229E/2013	KJ866102	229E	2013-05-15	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ866103/229E/2013	KJ866103	229E	2013-06-12	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ866104/229E/2012	KJ866104	229E	2012-02-04	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ866105/229E/2012	KJ866105	229E	2012-02-04	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KJ866106/229E/2012	KJ866106	229E	2012-05-22	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/MF542265/229E/Haiti_1/2016/2016	MF542265	229E/Haiti_1/2016	2016-03-XX	Human	Haiti	Human_coronavirus_229E	229e	alpha	full
229e/KF514429/229E/human/USA/892_11/1989/1989	KF514429	229E/human/USA/892_11/1989	1989-02-07	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KF514432/229E/human/USA/932_72/1993/1993	KF514432	229E/human/USA/932_72/1993	1993-02-22	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KF514433/229E/human/USA/933_40/1993/1993	KF514433	229E/human/USA/933_40/1993	1993-03-11	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KF514430/229E/human/USA/933_50/1993/1993	KF514430	229E/human/USA/933_50/1993	1993-03-18	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KF514431/229E/human/USA/953_49/1995/1995	KF514431	229E/human/USA/953_49/1995	1995-03-23	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KM055512/2764A_2011/2011	KM055512	2764A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055544/2764A_2011/2011	KM055544	2764A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055575/2764A_2011/2011	KM055575	2764A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055528/2861A_2011/2011	KM055528	2861A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055548/2861A_2011/2011	KM055548	2861A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055576/2861A_2011/2011	KM055576	2861A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055513/2961A_2011/2011	KM055513	2961A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055549/2961A_2011/2011	KM055549	2961A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055577/2961A_2011/2011	KM055577	2961A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055529/2981A_2011/2011	KM055529	2981A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055550/2981A_2011/2011	KM055550	2981A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055578/2981A_2011/2011	KM055578	2981A_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055514/359A_2007/2007	KM055514	359A_2007	2007-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055551/359A_2007/2007	KM055551	359A_2007	2007-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055579/359A_2007/2007	KM055579	359A_2007	2007-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055552/423A_2007/2007	KM055552	423A_2007	2007-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055580/423A_2007/2007	KM055580	423A_2007	2007-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055515/432A_2007/2007	KM055515	432A_2007	2007-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/LC005736/452_Yamagata_2008/2008	LC005736	452_Yamagata_2008	2008-XX-XX	Human	Japan	Human_coronavirus_229E	229e	alpha	full
229e/KM055516/494A_2008/2008	KM055516	494A_2008	2008-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055554/494A_2008/2008	KM055554	494A_2008	2008-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055581/494A_2008/2008	KM055581	494A_2008	2008-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055517/507A_2008/2008	KM055517	507A_2008	2008-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055555/507A_2008/2008	KM055555	507A_2008	2008-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055582/507A_2008/2008	KM055582	507A_2008	2008-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055518/693A_2008/2008	KM055518	693A_2008	2008-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055556/693A_2008/2008	KM055556	693A_2008	2008-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055583/693A_2008/2008	KM055583	693A_2008	2008-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055519/748_2005/2005	KM055519	748_2005	2005-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055557/748_2005/2005	KM055557	748_2005	2005-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055584/748_2005/2005	KM055584	748_2005	2005-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/LC005737/756_Yamagata_2010/2010	LC005737	756_Yamagata_2010	2010-XX-XX	Human	Japan	Human_coronavirus_229E	229e	alpha	full
229e/LC005738/775_Yamagata_2010/2010	LC005738	775_Yamagata_2010	2010-XX-XX	Human	Japan	Human_coronavirus_229E	229e	alpha	full
229e/LC005739/777_Yamagata_2010/2010	LC005739	777_Yamagata_2010	2010-XX-XX	Human	Japan	Human_coronavirus_229E	229e	alpha	full
229e/KM055520/8339_2009/2009	KM055520	8339_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055545/8339_2009/2009	KM055545	8339_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055586/8339_2009/2009	KM055586	8339_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055521/8348_2009/2009	KM055521	8348_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055558/8348_2009/2009	KM055558	8348_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055587/8348_2009/2009	KM055587	8348_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055530/8373_2009/2009	KM055530	8373_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055546/8373_2009/2009	KM055546	8373_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055588/8373_2009/2009	KM055588	8373_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055522/8425_2009/2009	KM055522	8425_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055547/8425_2009/2009	KM055547	8425_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055589/8425_2009/2009	KM055589	8425_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055523/857_2005/2005	KM055523	857_2005	2005-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055559/857_2005/2005	KM055559	857_2005	2005-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KM055585/857_2005/2005	KM055585	857_2005	2005-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/LC005740/882_Yamagata_2010/2010	LC005740	882_Yamagata_2010	2010-XX-XX	Human	Japan	Human_coronavirus_229E	229e	alpha	full
229e/MN086824/Arbial_2019/2019	MN086824	Arbial_2019	2019-02-24	Human	Iraq	Human_coronavirus_229E	229e	alpha	full
229e/KM676092/BJ298/2014	KM676092	BJ298	2014-05-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
