strain	accession	virus	date	country	source	sequence_locus	subtype
V41898	FJ656162	seasonal_corona	2007-03-XX	sweden	full	nl63	alpha
V42174	FJ656166	seasonal_corona	2007-04-XX	sweden	full	nl63	alpha
940A_2008	KM055636	seasonal_corona	2008-XX-XX	china	full	nl63	alpha
Kilifi/IP/018/03_May_2013	MG356441	seasonal_corona	2013-05-03	kenya	full	nl63	alpha
CBJ123	JX524171	seasonal_corona	2009-01-24	china	full	nl63	alpha
12MYKL0862	KT359883	seasonal_corona	2012-XX-XX	malaysia	full	nl63	alpha
NL63/Haiti_4/2015	KX179496	seasonal_corona	2015-01-27	haiti	full	nl63	alpha
ZA85_05	EU189113	seasonal_corona	?	na	full	nl63	alpha
ChinaGD14	MK342133	seasonal_corona	2018-08-01	china	full	nl63	alpha
NL63/FRA_EPI/Caen/2012/13	KY862042	seasonal_corona	2012-02-01	france	full	nl63	alpha
TN89_1_6	KM077084	seasonal_corona	?	usa	full	nl63	alpha
NL63/DEN/2005/1876	JQ765575	seasonal_corona	2005-11-21	usa	full	nl63	alpha
12MYKL0482	KT359873	seasonal_corona	2012-XX-XX	malaysia	full	nl63	alpha
12MYKL0719	KT359874	seasonal_corona	2012-XX-XX	malaysia	full	nl63	alpha
CU_488	GQ856798	seasonal_corona	2006-XX-XX	hong_kong	full	nl63	alpha
V41836	FJ656161	seasonal_corona	2007-03-XX	sweden	full	nl63	alpha
NL63/FRA_EPI/Caen/2014/18	KY862037	seasonal_corona	2014-01-03	france	full	nl63	alpha
PUMCH6267	HM130757	seasonal_corona	2007-10-22	china	full	nl63	alpha
NL63/FRA_EPI/Caen/2014/17	KY862038	seasonal_corona	2014-03-16	france	full	nl63	alpha
NL63/DEN/2005/1120	JQ900260	seasonal_corona	2005-04-25	usa	full	nl63	alpha
CU_643	GQ856804	seasonal_corona	2006-XX-XX	hong_kong	full	nl63	alpha
NL63/DEN/2005/347	JQ765572	seasonal_corona	2005-02-01	usa	full	nl63	alpha
277A_2007	KM055642	seasonal_corona	2007-XX-XX	china	full	nl63	alpha
TN96_1_21	KM077076	seasonal_corona	?	usa	full	nl63	alpha
NL63/FRA_EPI/Caen/2009/08	KY862047	seasonal_corona	2009-04-24	france	full	nl63	alpha
Kilifi/IP/009/20_May_2011	MG356432	seasonal_corona	2011-05-20	kenya	full	nl63	alpha
ChinaGD03	MK334044	seasonal_corona	2018-07-13	china	full	nl63	alpha
NL63/DEN/2005/291	JQ900258	seasonal_corona	2005-01-26	usa	full	nl63	alpha
